par chr ind mid sexind
F 2 1251 20566487 1251F
M 2 1251 106499812 1251M
M 2 1251 144400643.5 1251M
M 2 1251 230909080.5 1251M
M 3 1251 71939485.5 1251M
M 3 1251 128133563 1251M
F 4 1251 5430843 1251F
M 4 1251 82481122.5 1251M
M 4 1251 125518337 1251M
M 4 1251 163911020 1251M
F 5 1251 69677809 1251F
F 5 1251 134628686 1251F
M 5 1251 74002643.5 1251M
F 6 1251 3389939.5 1251F
F 6 1251 144742110.5 1251F
M 6 1251 88815561 1251M
F 7 1251 7945635 1251F
F 7 1251 157507765 1251F
M 8 1251 17625790.5 1251M
F 9 1251 137572400 1251F
M 9 1251 7276393.5 1251M
M 9 1251 77116790 1251M
M 9 1251 134874633.5 1251M
F 10 1251 2150010 1251F
F 10 1251 102570970 1251F
F 11 1251 70061923.5 1251F
F 12 1251 4013136.5 1251F
F 12 1251 123965613.5 1251F
M 12 1251 24248313.5 1251M
M 12 1251 123473720.5 1251M
M 13 1251 23370391 1251M
M 13 1251 39791698.5 1251M
M 13 1251 90518672.5 1251M
M 14 1251 68531369.5 1251M
M 14 1251 95627701 1251M
F 15 1251 30263886 1251F
F 15 1251 98412617 1251F
M 15 1251 33070689.5 1251M
M 15 1251 71790829 1251M
M 15 1251 93564236.5 1251M
M 16 1251 22846422.5 1251M
M 16 1251 84544896.5 1251M
M 17 1251 62230857.5 1251M
F 18 1251 74832116.5 1251F
M 18 1251 5651915.5 1251M
M 18 1251 53597059 1251M
M 19 1251 17774753.5 1251M
M 19 1251 56381878 1251M
F 20 1251 58840838 1251F
M 20 1251 36315331.5 1251M
M 20 1251 55595838 1251M
M 21 1251 15798345 1251M
M 21 1251 40810174 1251M
F 1 1252 57981331.5 1252F
F 1 1252 227078025.5 1252F
M 1 1252 6554614.5 1252M
M 1 1252 76261454 1252M
M 1 1252 235096996.5 1252M
F 2 1252 129179747.5 1252F
F 2 1252 222121356 1252F
M 2 1252 42200452 1252M
M 2 1252 74995199 1252M
M 2 1252 229266811.5 1252M
F 3 1252 198420445 1252F
M 3 1252 24820985.5 1252M
M 3 1252 188110547.5 1252M
F 4 1252 17559024.5 1252F
M 4 1252 66356445.5 1252M
M 4 1252 148403668 1252M
F 5 1252 112861796 1252F
M 5 1252 37951076 1252M
M 5 1252 62576308 1252M
M 5 1252 146218234 1252M
M 6 1252 75208602.5 1252M
F 7 1252 10590694.5 1252F
F 7 1252 153935127.5 1252F
M 7 1252 83351610.5 1252M
M 7 1252 120350597.5 1252M
F 8 1252 145884162.5 1252F
M 8 1252 107917990.5 1252M
F 9 1252 953060 1252F
M 9 1252 12825066.5 1252M
M 9 1252 121305551 1252M
F 10 1252 135086375.5 1252F
M 10 1252 26207031 1252M
M 10 1252 83337880.5 1252M
M 10 1252 117232995 1252M
F 11 1252 127556361.5 1252F
M 11 1252 20027162.5 1252M
M 11 1252 44273844.5 1252M
M 11 1252 118697755 1252M
F 12 1252 31014190.5 1252F
F 12 1252 113451082.5 1252F
M 12 1252 10851059.5 1252M
M 12 1252 50575109 1252M
M 12 1252 80498674 1252M
F 13 1252 21604475 1252F
M 13 1252 71957464 1252M
F 14 1252 23180708 1252F
F 14 1252 95680008.5 1252F
M 14 1252 23133490.5 1252M
F 15 1252 93034119 1252F
M 15 1252 65393531.5 1252M
M 16 1252 71730634.5 1252M
M 16 1252 78277766 1252M
F 17 1252 29853500 1252F
F 17 1252 77946830 1252F
M 17 1252 12249763 1252M
M 18 1252 52924533.5 1252M
F 19 1252 60139538 1252F
M 19 1252 13780910 1252M
M 19 1252 37081703 1252M
F 20 1252 56578512.5 1252F
F 20 1252 62266077 1252F
M 20 1252 5593137.5 1252M
F 21 1252 38237335 1252F
F 22 1252 45968244.5 1252F
M 22 1252 25782635 1252M
F 1 1253 65663061 1253F
F 1 1253 160226128 1253F
F 1 1253 230658305 1253F
M 1 1253 32783060 1253M
M 1 1253 77154580.5 1253M
M 1 1253 177221368 1253M
F 2 1253 241262963 1253F
M 2 1253 87109162.5 1253M
M 2 1253 164689223 1253M
F 3 1253 1293056.5 1253F
F 3 1253 59452845.5 1253F
F 3 1253 153765160.5 1253F
M 3 1253 14514328.5 1253M
M 3 1253 120226467 1253M
M 3 1253 174817930 1253M
F 4 1253 18210147.5 1253F
M 4 1253 106758205 1253M
M 4 1253 168741896.5 1253M
M 4 1253 187164130 1253M
F 5 1253 3619418 1253F
F 5 1253 173534421 1253F
M 5 1253 80667498 1253M
M 5 1253 169674743.5 1253M
F 6 1253 39872380 1253F
F 6 1253 160734848 1253F
M 6 1253 20583170 1253M
M 6 1253 141858644.5 1253M
F 7 1253 84716609.5 1253F
F 7 1253 143966745 1253F
M 7 1253 105406485.5 1253M
M 7 1253 147493689.5 1253M
M 8 1253 21544735 1253M
M 8 1253 66276325.5 1253M
M 8 1253 97573970 1253M
M 8 1253 132529935 1253M
F 9 1253 1096608.5 1253F
F 9 1253 137347324 1253F
M 9 1253 87633610 1253M
M 9 1253 123514491.5 1253M
F 10 1253 119539654 1253F
M 10 1253 18586738.5 1253M
M 10 1253 124220404 1253M
F 11 1253 126030699 1253F
M 11 1253 33381207.5 1253M
M 11 1253 109259792.5 1253M
F 12 1253 69604398 1253F
M 12 1253 12442351 1253M
M 12 1253 56458144.5 1253M
M 12 1253 126582352 1253M
F 13 1253 101509158 1253F
F 15 1253 31417276.5 1253F
F 15 1253 85736262.5 1253F
F 15 1253 99905085 1253F
M 15 1253 31667121 1253M
M 15 1253 91840200.5 1253M
F 16 1253 83495301.5 1253F
M 16 1253 26612965 1253M
M 16 1253 57520298 1253M
F 17 1253 74754431.5 1253F
M 17 1253 9789613 1253M
M 17 1253 29142096.5 1253M
M 17 1253 68573009 1253M
F 18 1253 31210749.5 1253F
M 18 1253 2108837 1253M
M 18 1253 52774670 1253M
F 19 1253 13930827 1253F
F 19 1253 60090673.5 1253F
F 20 1253 4937270.5 1253F
F 20 1253 49636380 1253F
F 21 1253 39433137 1253F
F 1 1254 2647653.5 1254F
F 1 1254 10780362.5 1254F
F 1 1254 23745256.5 1254F
F 1 1254 94262106.5 1254F
M 1 1254 4999131.5 1254M
M 1 1254 34548020 1254M
M 1 1254 78795392 1254M
M 1 1254 166534839 1254M
M 1 1254 203707748.5 1254M
M 1 1254 235240310 1254M
F 2 1254 25508612.5 1254F
M 2 1254 10922222 1254M
M 2 1254 74048593.5 1254M
M 2 1254 129117418.5 1254M
M 2 1254 176863790.5 1254M
M 2 1254 233031675.5 1254M
M 2 1254 242003358 1254M
F 3 1254 58455914.5 1254F
F 3 1254 182329860 1254F
M 3 1254 64093691.5 1254M
M 3 1254 155020832 1254M
M 3 1254 173548454 1254M
F 4 1254 6025287.5 1254F
F 4 1254 174848206 1254F
M 4 1254 13427762 1254M
M 4 1254 125561733 1254M
M 4 1254 175611885 1254M
F 5 1254 166785976.5 1254F
M 5 1254 7998731.5 1254M
M 5 1254 57200515.5 1254M
M 5 1254 109405546 1254M
M 5 1254 166921701.5 1254M
M 6 1254 11983162.5 1254M
M 6 1254 75343452.5 1254M
M 6 1254 128790598.5 1254M
M 7 1254 7902732 1254M
M 7 1254 26419841.5 1254M
M 7 1254 48209540 1254M
M 7 1254 70775386.5 1254M
M 7 1254 102981466 1254M
M 7 1254 140184955.5 1254M
F 8 1254 6505623 1254F
M 8 1254 131717351.5 1254M
F 9 1254 5291608 1254F
M 9 1254 81292030 1254M
M 9 1254 134192519.5 1254M
F 10 1254 19584565 1254F
F 10 1254 88006320 1254F
F 10 1254 133823996 1254F
M 10 1254 11396597 1254M
F 11 1254 99928354 1254F
M 11 1254 33669143 1254M
M 11 1254 69456380 1254M
M 11 1254 98445025.5 1254M
M 11 1254 129796000.5 1254M
F 12 1254 116618826.5 1254F
M 12 1254 92132721 1254M
F 13 1254 111677877 1254F
M 13 1254 60869549.5 1254M
F 14 1254 32097945 1254F
F 14 1254 100663350.5 1254F
M 14 1254 56145969.5 1254M
M 14 1254 90147828 1254M
F 15 1254 22796659 1254F
F 15 1254 91573397.5 1254F
M 15 1254 83265497.5 1254M
F 16 1254 17492483.5 1254F
M 16 1254 10942192.5 1254M
M 16 1254 53011576 1254M
F 17 1254 12042504.5 1254F
F 17 1254 76832412.5 1254F
M 17 1254 15903681.5 1254M
M 17 1254 63084263 1254M
F 18 1254 28555883.5 1254F
F 19 1254 4032653 1254F
F 19 1254 60016461 1254F
M 19 1254 41186319.5 1254M
F 20 1254 4652598 1254F
F 20 1254 5034418 1254F
M 21 1254 42368272.5 1254M
F 1 1255 17438234 1255F
M 1 1255 38364673 1255M
M 1 1255 160651640.5 1255M
F 2 1255 45972080.5 1255F
F 2 1255 101040536.5 1255F
M 2 1255 18279729 1255M
M 2 1255 20389358 1255M
M 2 1255 224716420 1255M
F 3 1255 150638373.5 1255F
F 3 1255 194148401 1255F
M 3 1255 15132643.5 1255M
M 3 1255 29939723 1255M
M 3 1255 70535651 1255M
M 3 1255 104075847 1255M
M 3 1255 141213900.5 1255M
M 3 1255 184490790.5 1255M
F 4 1255 174722454 1255F
F 5 1255 5258759 1255F
F 5 1255 78121246 1255F
F 5 1255 163315709 1255F
M 5 1255 51642973 1255M
M 5 1255 153655794.5 1255M
F 6 1255 42627841.5 1255F
M 6 1255 12072598.5 1255M
F 7 1255 31672263.5 1255F
M 7 1255 25282859.5 1255M
F 8 1255 3931532.5 1255F
M 8 1255 104169524 1255M
F 9 1255 136625926.5 1255F
M 9 1255 36754399.5 1255M
F 10 1255 8480740 1255F
F 10 1255 128607857.5 1255F
M 10 1255 121632949 1255M
F 12 1255 1601457 1255F
F 12 1255 60871948 1255F
F 12 1255 127116551 1255F
F 13 1255 49961312.5 1255F
M 13 1255 21126636.5 1255M
M 13 1255 34140365 1255M
M 13 1255 91091813.5 1255M
M 13 1255 102295587 1255M
M 14 1255 53099468 1255M
M 14 1255 85152209 1255M
F 15 1255 30866766.5 1255F
M 15 1255 35255675.5 1255M
M 15 1255 56157999.5 1255M
F 16 1255 17720302 1255F
M 16 1255 22423513 1255M
M 17 1255 11111747 1255M
F 18 1255 851864.5 1255F
F 18 1255 55433410 1255F
M 18 1255 20194613 1255M
M 18 1255 52308651 1255M
F 20 1255 46649051.5 1255F
M 20 1255 43515929 1255M
F 21 1255 43190305.5 1255F
M 21 1255 19286145 1255M
F 22 1255 44340195.5 1255F
F 1 1256 201604508.5 1256F
M 1 1256 53816306 1256M
M 1 1256 91796419 1256M
M 1 1256 167795601 1256M
M 1 1256 237589671 1256M
F 2 1256 59434170.5 1256F
F 2 1256 224608353 1256F
M 2 1256 37873151 1256M
M 3 1256 66705794 1256M
M 3 1256 113252810 1256M
M 4 1256 84162088.5 1256M
F 5 1256 8928660.5 1256F
F 5 1256 83369317 1256F
M 5 1256 35008775.5 1256M
M 5 1256 173592123 1256M
F 6 1256 76906717 1256F
F 6 1256 148183593 1256F
M 6 1256 89242404 1256M
M 6 1256 137590348.5 1256M
F 7 1256 87637984 1256F
F 7 1256 134401499.5 1256F
M 7 1256 106280233.5 1256M
F 8 1256 21798338 1256F
M 8 1256 128958281.5 1256M
M 8 1256 140011241.5 1256M
F 9 1256 137997380.5 1256F
M 9 1256 33186356.5 1256M
M 9 1256 93190404.5 1256M
F 10 1256 128491904.5 1256F
M 10 1256 14231832.5 1256M
F 11 1256 124364367 1256F
M 11 1256 83235125.5 1256M
F 12 1256 88752927.5 1256F
F 12 1256 111784859 1256F
M 12 1256 26223335 1256M
M 12 1256 67726682.5 1256M
M 12 1256 102674280 1256M
F 14 1256 20893732.5 1256F
F 14 1256 104750085 1256F
M 14 1256 20715787.5 1256M
M 14 1256 64801634.5 1256M
F 15 1256 31101254 1256F
F 15 1256 92108433 1256F
M 15 1256 60493222.5 1256M
F 16 1256 24738068 1256F
F 17 1256 2770906.5 1256F
M 17 1256 24233421 1256M
M 17 1256 61004077 1256M
F 18 1256 10554599 1256F
F 18 1256 37420950 1256F
F 18 1256 70390620.5 1256F
M 18 1256 5187272.5 1256M
F 19 1256 5345461 1256F
F 19 1256 55935377.5 1256F
F 20 1256 4914905.5 1256F
F 20 1256 56915664 1256F
M 20 1256 53528967 1256M
M 21 1256 17557777.5 1256M
M 22 1256 26290664.5 1256M
F 1 1257 4587627.5 1257F
F 1 1257 84821926.5 1257F
F 1 1257 190110031 1257F
M 1 1257 22008140 1257M
M 1 1257 46984665.5 1257M
M 1 1257 98710930.5 1257M
M 1 1257 243058403.5 1257M
F 2 1257 80076060.5 1257F
F 2 1257 127393413 1257F
M 2 1257 11793366 1257M
M 2 1257 79058870.5 1257M
M 2 1257 175748249.5 1257M
M 2 1257 201534909.5 1257M
F 3 1257 9344907 1257F
M 3 1257 14550308 1257M
M 3 1257 53117782.5 1257M
M 3 1257 99917968.5 1257M
F 4 1257 152025510 1257F
M 4 1257 4402913 1257M
M 4 1257 71786880 1257M
M 5 1257 1208053 1257M
M 5 1257 82766384 1257M
M 5 1257 126882660 1257M
F 6 1257 11344891 1257F
F 6 1257 85813793.5 1257F
F 6 1257 116215582 1257F
M 6 1257 155622470 1257M
F 7 1257 136208547 1257F
M 7 1257 31614659 1257M
M 7 1257 95511461.5 1257M
M 7 1257 136436756 1257M
F 8 1257 4915416 1257F
M 8 1257 19736117.5 1257M
M 8 1257 128738115 1257M
F 9 1257 5367677.5 1257F
M 9 1257 24542497.5 1257M
F 10 1257 119542445.5 1257F
M 10 1257 20550517.5 1257M
F 11 1257 30421042 1257F
F 11 1257 131091426.5 1257F
M 11 1257 20147826.5 1257M
M 11 1257 113792353 1257M
M 12 1257 41861295 1257M
F 13 1257 21702064 1257F
F 13 1257 109122164.5 1257F
M 13 1257 46397001.5 1257M
M 13 1257 110914985.5 1257M
F 14 1257 21399596.5 1257F
F 15 1257 99543950.5 1257F
M 15 1257 36934761 1257M
M 15 1257 84307412 1257M
M 16 1257 61171616.5 1257M
M 16 1257 81992351.5 1257M
F 17 1257 6103156 1257F
M 17 1257 72548426.5 1257M
F 18 1257 5328137.5 1257F
F 18 1257 74377508.5 1257F
M 18 1257 11009128.5 1257M
F 19 1257 59551608 1257F
M 19 1257 18041557 1257M
M 19 1257 44233215 1257M
M 19 1257 53840266 1257M
F 20 1257 57548866.5 1257F
M 20 1257 11163904 1257M
M 21 1257 16837173 1257M
M 21 1257 38627527 1257M
F 22 1257 32026523.5 1257F
M 22 1257 35619274.5 1257M
F 1 1258 34204289 1258F
F 1 1258 207938577.5 1258F
M 1 1258 202265506 1258M
M 1 1258 224649833.5 1258M
F 2 1258 50630496.5 1258F
F 2 1258 208678413 1258F
M 2 1258 10211405.5 1258M
M 2 1258 42050222 1258M
M 2 1258 132950312.5 1258M
F 3 1258 26544521 1258F
F 3 1258 198639260 1258F
M 3 1258 10995190.5 1258M
M 3 1258 24699898.5 1258M
M 3 1258 112742278 1258M
M 3 1258 157787183.5 1258M
M 3 1258 178940256 1258M
F 4 1258 149397469.5 1258F
M 4 1258 7706137 1258M
M 4 1258 25288998.5 1258M
M 4 1258 184029416 1258M
F 5 1258 3614941 1258F
M 5 1258 26611471.5 1258M
M 5 1258 141648569.5 1258M
F 6 1258 1802350.5 1258F
F 6 1258 77219369 1258F
F 6 1258 130088483.5 1258F
M 6 1258 130539477 1258M
F 7 1258 29181018 1258F
M 7 1258 26597881 1258M
M 7 1258 62825866 1258M
M 7 1258 70876120 1258M
F 8 1258 102593671 1258F
M 8 1258 6937571 1258M
F 9 1258 74577720 1258F
M 9 1258 14258909.5 1258M
M 9 1258 130165126 1258M
F 10 1258 13149838.5 1258F
F 10 1258 77596852.5 1258F
M 10 1258 24528799.5 1258M
M 10 1258 62782493.5 1258M
M 10 1258 123114775.5 1258M
F 11 1258 133818246 1258F
M 11 1258 21189702 1258M
M 11 1258 121712015.5 1258M
F 12 1258 7606626.5 1258F
F 12 1258 96136134 1258F
M 12 1258 48553027 1258M
M 12 1258 102306127.5 1258M
F 13 1258 100550248 1258F
F 13 1258 112178544.5 1258F
M 13 1258 80609535 1258M
M 13 1258 111002623 1258M
F 14 1258 99405428.5 1258F
M 14 1258 90872419 1258M
F 15 1258 23468871.5 1258F
M 15 1258 90476318.5 1258M
F 16 1258 14212127 1258F
F 16 1258 78293775 1258F
M 16 1258 27374269 1258M
M 16 1258 78368742 1258M
M 17 1258 4480090.5 1258M
M 17 1258 32379690 1258M
M 17 1258 46003829 1258M
M 17 1258 75317522.5 1258M
F 18 1258 632565.5 1258F
M 18 1258 35925841.5 1258M
F 19 1258 59609626.5 1258F
F 20 1258 654556.5 1258F
F 20 1258 42703204.5 1258F
F 20 1258 60906176.5 1258F
M 20 1258 40507799 1258M
M 20 1258 59126616 1258M
F 21 1258 35162835.5 1258F
M 21 1258 18044479 1258M
F 22 1258 36082626.5 1258F
M 22 1258 24656453 1258M
F 1 1259 7193851.5 1259F
F 1 1259 99904965 1259F
M 1 1259 154255926 1259M
M 1 1259 199747327.5 1259M
F 2 1259 15758852 1259F
F 2 1259 56675954.5 1259F
M 2 1259 189628391 1259M
M 2 1259 217759940.5 1259M
F 3 1259 124807902.5 1259F
M 3 1259 35066651 1259M
M 3 1259 167329659 1259M
M 4 1259 31035643 1259M
M 4 1259 55276809.5 1259M
M 4 1259 160617729 1259M
F 5 1259 31910073 1259F
F 5 1259 95104178.5 1259F
F 5 1259 166548023.5 1259F
M 5 1259 116938998 1259M
M 5 1259 163245475 1259M
F 6 1259 19552461.5 1259F
F 6 1259 104304410 1259F
M 6 1259 37710549.5 1259M
F 7 1259 38630326.5 1259F
F 7 1259 152050376.5 1259F
M 7 1259 81026414.5 1259M
M 7 1259 150118293 1259M
F 8 1259 4698979 1259F
F 8 1259 72638096.5 1259F
M 8 1259 24263550.5 1259M
M 8 1259 69558216 1259M
M 8 1259 99332011 1259M
M 9 1259 116120737.5 1259M
F 10 1259 8595605 1259F
F 10 1259 133573486 1259F
M 10 1259 125257679.5 1259M
F 11 1259 30730025 1259F
F 11 1259 74846520 1259F
M 11 1259 21285985 1259M
M 11 1259 89221253.5 1259M
F 12 1259 16261469 1259F
M 12 1259 69519921.5 1259M
F 13 1259 105315936 1259F
F 14 1259 39918532 1259F
F 14 1259 89930544.5 1259F
M 15 1259 79078860.5 1259M
F 16 1259 25712643.5 1259F
M 16 1259 64459464 1259M
F 17 1259 72472478 1259F
F 18 1259 69095149 1259F
F 20 1259 7537555 1259F
F 20 1259 60784824 1259F
M 20 1259 7562145.5 1259M
M 21 1259 16275995.5 1259M
M 22 1259 19592445 1259M
F 1 1260 19801004 1260F
F 1 1260 182256908.5 1260F
F 1 1260 240069610.5 1260F
M 1 1260 7795593.5 1260M
M 1 1260 18774164 1260M
M 1 1260 64778326.5 1260M
F 2 1260 59744694.5 1260F
F 2 1260 169720464 1260F
M 2 1260 122041082.5 1260M
M 2 1260 194488024 1260M
F 3 1260 13244032 1260F
F 3 1260 53547360.5 1260F
F 3 1260 129145256.5 1260F
M 3 1260 62500473.5 1260M
M 3 1260 113344943 1260M
M 3 1260 160132651 1260M
M 3 1260 195061287 1260M
F 4 1260 93643706.5 1260F
M 4 1260 71222894 1260M
M 4 1260 123666819 1260M
M 4 1260 164247350.5 1260M
F 5 1260 115389922 1260F
M 5 1260 75843489.5 1260M
M 5 1260 103108049.5 1260M
M 5 1260 157487196 1260M
M 5 1260 171268497 1260M
F 6 1260 168269267 1260F
M 6 1260 33077888 1260M
M 6 1260 135337385 1260M
M 6 1260 163673639.5 1260M
F 7 1260 7722446.5 1260F
F 7 1260 116582924 1260F
M 7 1260 14905002.5 1260M
M 8 1260 11432789.5 1260M
M 8 1260 27786900 1260M
M 8 1260 51647003 1260M
M 8 1260 103224944.5 1260M
M 8 1260 131910065 1260M
F 9 1260 1829356 1260F
F 9 1260 77835944.5 1260F
M 9 1260 81549652 1260M
M 9 1260 109664284 1260M
F 10 1260 119531178.5 1260F
F 10 1260 135075925 1260F
M 10 1260 11902858.5 1260M
M 10 1260 80781925.5 1260M
M 10 1260 130659340 1260M
F 11 1260 83298490 1260F
F 11 1260 132530542 1260F
M 11 1260 12091406 1260M
M 11 1260 68123213 1260M
M 11 1260 88511610.5 1260M
M 11 1260 112416200 1260M
F 12 1260 78758410 1260F
M 12 1260 64926139.5 1260M
M 12 1260 126638961 1260M
F 13 1260 104446555 1260F
M 13 1260 51795237 1260M
M 13 1260 105981411.5 1260M
F 14 1260 99163644.5 1260F
M 14 1260 74608035.5 1260M
F 15 1260 97356367 1260F
M 15 1260 50556921 1260M
M 15 1260 94342175.5 1260M
F 16 1260 1031863.5 1260F
M 16 1260 26883558 1260M
M 18 1260 7062866 1260M
M 18 1260 18184379 1260M
M 18 1260 33097201 1260M
F 19 1260 4289759 1260F
M 19 1260 50461460 1260M
F 20 1260 14876991.5 1260F
M 20 1260 45096747.5 1260M
F 21 1260 45161928.5 1260F
M 21 1260 16643649 1260M
M 21 1260 41836091.5 1260M
M 22 1260 18938265.5 1260M
M 22 1260 29297421 1260M
F 1 1261 81952217.5 1261F
F 1 1261 235347623.5 1261F
M 1 1261 228273410.5 1261M
F 2 1261 17550195 1261F
F 2 1261 105445634.5 1261F
F 2 1261 196438591.5 1261F
M 2 1261 73708245.5 1261M
F 3 1261 154659477.5 1261F
M 3 1261 25782337 1261M
M 3 1261 55781722 1261M
F 4 1261 85705168.5 1261F
F 4 1261 153390942.5 1261F
F 5 1261 64441837.5 1261F
F 5 1261 159111849 1261F
M 5 1261 177011006.5 1261M
M 6 1261 38672091.5 1261M
M 7 1261 30887868.5 1261M
M 7 1261 98810203 1261M
M 7 1261 136497235.5 1261M
M 7 1261 152144221 1261M
F 8 1261 96881904 1261F
F 8 1261 137598762.5 1261F
M 8 1261 21152553.5 1261M
M 8 1261 88545917 1261M
F 9 1261 20286027.5 1261F
M 9 1261 89335735.5 1261M
F 10 1261 3269075 1261F
F 10 1261 62290817.5 1261F
M 10 1261 33806705 1261M
M 10 1261 75373637 1261M
M 10 1261 119569989.5 1261M
F 11 1261 68450210.5 1261F
M 11 1261 128270825 1261M
F 12 1261 124445128 1261F
M 12 1261 29685934.5 1261M
M 12 1261 93444547 1261M
M 12 1261 122339376.5 1261M
F 13 1261 26511718.5 1261F
M 13 1261 94813021 1261M
F 14 1261 104099861 1261F
M 14 1261 80456302.5 1261M
F 15 1261 97458352.5 1261F
M 15 1261 93709491 1261M
F 16 1261 14929903.5 1261F
F 16 1261 80629090.5 1261F
M 16 1261 2667465 1261M
M 16 1261 64856093 1261M
F 17 1261 46864730.5 1261F
M 17 1261 4479728 1261M
M 17 1261 19006574 1261M
M 17 1261 68925320 1261M
F 18 1261 10424152.5 1261F
M 18 1261 7068268 1261M
M 18 1261 27111815.5 1261M
M 18 1261 73680978.5 1261M
F 19 1261 59658192.5 1261F
M 19 1261 13260156 1261M
M 19 1261 58029662.5 1261M
F 20 1261 40981410 1261F
M 20 1261 55013967 1261M
F 21 1261 31708092.5 1261F
M 22 1261 44045348.5 1261M
F 1 1262 30679183 1262F
F 1 1262 86704020.5 1262F
M 1 1262 11613559 1262M
M 1 1262 165063184 1262M
F 2 1262 31310671.5 1262F
M 2 1262 86326691 1262M
M 2 1262 177857083 1262M
M 2 1262 203063555.5 1262M
M 2 1262 240298687.5 1262M
M 2 1262 242153423 1262M
F 3 1262 39668903.5 1262F
F 3 1262 126076565 1262F
M 3 1262 5439121 1262M
M 3 1262 7295901.5 1262M
M 3 1262 29170210.5 1262M
M 3 1262 73875367.5 1262M
M 3 1262 132909728 1262M
M 3 1262 161491546 1262M
F 4 1262 6671466.5 1262F
F 4 1262 90674558 1262F
M 4 1262 6797510 1262M
M 4 1262 83886635 1262M
F 5 1262 172615273.5 1262F
M 5 1262 30567019 1262M
M 5 1262 123345019 1262M
M 5 1262 145310562 1262M
M 5 1262 173556135.5 1262M
M 6 1262 9241779 1262M
M 6 1262 39883348 1262M
M 6 1262 68616309.5 1262M
M 6 1262 136266392 1262M
F 7 1262 105343934.5 1262F
F 7 1262 153804654.5 1262F
M 7 1262 89163214.5 1262M
M 7 1262 152894878.5 1262M
F 8 1262 3929144 1262F
F 8 1262 107456885.5 1262F
M 8 1262 42172948.5 1262M
M 8 1262 99296465.5 1262M
F 9 1262 137749794 1262F
M 9 1262 91612411 1262M
M 10 1262 10357225 1262M
M 10 1262 36206447 1262M
M 10 1262 56407295 1262M
M 10 1262 116854233 1262M
M 10 1262 131606649 1262M
F 11 1262 71636593 1262F
F 11 1262 77425117.5 1262F
M 11 1262 35649005.5 1262M
M 11 1262 96508872.5 1262M
M 11 1262 122724231 1262M
F 12 1262 3711586.5 1262F
F 12 1262 129234123 1262F
M 12 1262 30899439.5 1262M
M 12 1262 67535102.5 1262M
M 13 1262 71800911.5 1262M
F 14 1262 54196453 1262F
F 15 1262 44490260 1262F
M 15 1262 48090703 1262M
M 15 1262 87349742 1262M
F 16 1262 3260784 1262F
F 16 1262 56159001 1262F
F 16 1262 85457615.5 1262F
F 17 1262 4605581.5 1262F
F 17 1262 71492602 1262F
F 18 1262 71055502 1262F
M 18 1262 20795879 1262M
M 18 1262 59158402 1262M
M 19 1262 34449182.5 1262M
M 19 1262 59527081.5 1262M
F 20 1262 959686.5 1262F
F 20 1262 51944443.5 1262F
F 21 1262 43412652.5 1262F
M 21 1262 16645527 1262M
M 21 1262 38282454 1262M
F 22 1262 34281572 1262F
M 22 1262 41157823 1262M
F 1 1263 19070523.5 1263F
F 1 1263 33681021.5 1263F
F 1 1263 101819737.5 1263F
F 1 1263 168226250 1263F
F 1 1263 206234980.5 1263F
M 1 1263 27287209.5 1263M
M 1 1263 65695357 1263M
M 1 1263 110075012 1263M
M 1 1263 177402804.5 1263M
M 1 1263 203560886.5 1263M
F 2 1263 23725188.5 1263F
M 2 1263 20597716 1263M
M 2 1263 45876266.5 1263M
M 2 1263 77834788 1263M
M 2 1263 143612659 1263M
M 2 1263 205273837.5 1263M
M 2 1263 221551953 1263M
F 3 1263 13227619.5 1263F
F 3 1263 13521925.5 1263F
F 3 1263 18579399 1263F
F 3 1263 62402447 1263F
M 3 1263 124675416 1263M
F 4 1263 113927198.5 1263F
F 4 1263 163512989.5 1263F
M 4 1263 8186958 1263M
M 4 1263 67028362.5 1263M
M 4 1263 114308709 1263M
M 4 1263 150403279 1263M
F 5 1263 9252994 1263F
F 5 1263 66290186 1263F
M 5 1263 26625175.5 1263M
M 5 1263 161796301.5 1263M
F 6 1263 17363568 1263F
F 6 1263 151001696.5 1263F
M 6 1263 56311886 1263M
M 6 1263 163346239 1263M
M 7 1263 36778252 1263M
M 7 1263 82591712.5 1263M
M 7 1263 137588937.5 1263M
F 8 1263 146010316 1263F
M 8 1263 37228789 1263M
M 8 1263 88389046 1263M
M 8 1263 142007215 1263M
F 9 1263 108659500 1263F
M 9 1263 79952717 1263M
M 9 1263 115788702.5 1263M
M 9 1263 131760670 1263M
F 10 1263 10439881 1263F
M 10 1263 42503907.5 1263M
M 10 1263 49505625 1263M
M 10 1263 125731689.5 1263M
F 11 1263 95977496 1263F
F 11 1263 125949896.5 1263F
M 11 1263 97265006 1263M
F 12 1263 48580968 1263F
F 12 1263 129427301 1263F
M 12 1263 5094898 1263M
M 12 1263 56212554 1263M
M 12 1263 88284380.5 1263M
F 14 1263 36304159 1263F
F 14 1263 95115121 1263F
M 14 1263 97322050 1263M
F 15 1263 31983311 1263F
F 15 1263 73745317.5 1263F
M 15 1263 65015865 1263M
F 16 1263 13849243 1263F
M 16 1263 7514006.5 1263M
M 16 1263 23090446.5 1263M
M 16 1263 80370004 1263M
F 17 1263 74762337.5 1263F
M 17 1263 68101210.5 1263M
F 18 1263 628321 1263F
F 18 1263 55683649 1263F
F 18 1263 76110096.5 1263F
M 18 1263 36196467 1263M
F 19 1263 3256697.5 1263F
F 19 1263 60262492.5 1263F
